n,S_obs,Q1,Q2,final_run_yield,chao2,share_seen,still_rising,query,model,industry
5,4,0,0,0.0,4.0,1.0,False,Best money transfer service for international payments,perplexity,fintech
5,2,0,0,0.0,2.0,1.0,False,Best online fashion retailer,gemini,ecommerce
5,5,1,0,0.2,5.0,1.0,True,Best online fashion retailer,openai,ecommerce
4,1,0,0,0.0,1.0,1.0,False,Best online fashion retailer,perplexity,ecommerce
5,4,2,0,0.4,4.8,0.8333333333333334,True,Best online marketplace for fashion,gemini,ecommerce
5,5,1,0,0.2,5.0,1.0,True,Best online marketplace for fashion,openai,ecommerce
5,4,1,0,0.2,4.0,1.0,True,Best online marketplace for fashion,perplexity,ecommerce
5,6,1,0,0.2,6.0,1.0,True,Best payment infrastructure provider,gemini,fintech
5,7,1,1,0.2,7.4,0.9459459459459459,True,Best payment infrastructure provider,openai,fintech
5,6,0,2,0.0,6.0,1.0,False,Best payment infrastructure provider,perplexity,fintech
5,2,0,0,0.0,2.0,1.0,False,Best payment processor for SaaS companies,gemini,fintech
5,5,0,0,0.0,5.0,1.0,False,Best payment processor for SaaS companies,openai,fintech
5,6,0,1,0.0,6.0,1.0,False,Best payment processor for SaaS companies,perplexity,fintech
5,7,1,2,0.2,7.2,0.9722222222222222,True,Best payment solution for marketplaces,gemini,fintech
5,6,2,0,0.4,6.8,0.8823529411764706,True,Best payment solution for marketplaces,openai,fintech
5,6,0,0,0.0,6.0,1.0,False,Best payment solution for marketplaces,perplexity,fintech
5,6,4,0,0.8,10.8,0.5555555555555555,True,Best payment solution for small businesses in Europe,gemini,fintech
5,7,1,1,0.2,7.4,0.9459459459459459,True,Best payment solution for small businesses in Europe,openai,fintech
5,7,1,0,0.2,7.0,1.0,True,Best payment solution for small businesses in Europe,perplexity,fintech
5,7,3,2,0.6,8.8,0.7954545454545454,True,Best project management tool for remote teams,gemini,saas
5,5,0,2,0.0,5.0,1.0,False,Best project management tool for remote teams,openai,saas
5,4,0,0,0.0,4.0,1.0,False,Best project management tool for remote teams,perplexity,saas
5,1,0,0,0.0,1.0,1.0,False,Best quick commerce delivery app,gemini,ecommerce
5,2,0,1,0.0,2.0,1.0,False,Best quick commerce delivery app,openai,ecommerce
5,2,0,0,0.0,2.0,1.0,False,Best quick commerce delivery app,perplexity,ecommerce
5,5,1,1,0.2,5.4,0.9259259259259258,True,Best remote patient monitoring platform,gemini,healthtech
5,7,1,2,0.2,7.2,0.9722222222222222,True,Best remote patient monitoring platform,openai,healthtech
5,3,0,1,0.0,3.0,1.0,False,Best remote patient monitoring platform,perplexity,healthtech
5,5,0,1,0.0,5.0,1.0,False,Best sales pipeline management software,gemini,saas
5,9,2,0,0.4,9.8,0.9183673469387754,True,Best sales pipeline management software,openai,saas
5,5,0,0,0.0,5.0,1.0,False,Best sales pipeline management software,perplexity,saas
5,3,0,1,0.0,3.0,1.0,False,Best secondhand marketplace in Europe,gemini,ecommerce
5,2,0,0,0.0,2.0,1.0,False,Best secondhand marketplace in Europe,openai,ecommerce
5,7,1,2,0.2,7.2,0.9722222222222222,True,Best secondhand marketplace in Europe,perplexity,ecommerce
5,4,0,0,0.0,4.0,1.0,False,Best task management app for teams,gemini,saas
5,5,0,1,0.0,5.0,1.0,False,Best task management app for teams,openai,saas
5,5,0,1,0.0,5.0,1.0,False,Best task management app for teams,perplexity,saas
5,5,2,0,0.4,5.8,0.8620689655172414,True,Best telehealth platform in 2026,gemini,healthtech
5,5,1,1,0.2,5.4,0.9259259259259258,True,Best telehealth platform in 2026,openai,healthtech
5,3,0,0,0.0,3.0,1.0,False,Best telehealth platform in 2026,perplexity,healthtech
5,8,0,0,0.0,8.0,1.0,False,Big 4 vs MBB for strategy consulting,gemini,consulting
5,8,0,0,0.0,8.0,1.0,False,Big 4 vs MBB for strategy consulting,openai,consulting
5,8,0,0,0.0,8.0,1.0,False,Big 4 vs MBB for strategy consulting,perplexity,consulting
5,2,0,0,0.0,2.0,1.0,False,Bolt Market vs Wolt for grocery delivery,gemini,ecommerce
5,3,0,1,0.0,3.0,1.0,False,Bolt Market vs Wolt for grocery delivery,openai,ecommerce
5,2,0,0,0.0,2.0,1.0,False,Bolt Market vs Wolt for grocery delivery,perplexity,ecommerce
5,4,0,0,0.0,4.0,1.0,False,ClickUp vs Monday.com vs Asana comparison,gemini,saas
5,8,4,0,0.8,12.8,0.625,True,ClickUp vs Monday.com vs Asana comparison,perplexity,saas
5,5,2,0,0.4,5.8,0.8620689655172414,True,CompuGroup Medical vs MEDITECH for EHR,gemini,healthtech
5,6,0,1,0.0,6.0,1.0,False,CompuGroup Medical vs MEDITECH for EHR,perplexity,healthtech
5,5,1,0,0.2,5.0,1.0,True,Deloitte vs Accenture for technology consulting,gemini,consulting
5,5,1,0,0.2,5.0,1.0,True,Deloitte vs Accenture for technology consulting,openai,consulting
5,6,0,1,0.0,6.0,1.0,False,Deloitte vs Accenture for technology consulting,perplexity,consulting
5,3,0,0,0.0,3.0,1.0,False,Doctolib vs Kry for doctor appointments,gemini,healthtech
5,3,0,0,0.0,3.0,1.0,False,Doctolib vs Kry for doctor appointments,openai,healthtech
5,3,0,0,0.0,3.0,1.0,False,Doctolib vs Kry for doctor appointments,perplexity,healthtech
5,5,3,0,0.6,7.4,0.6756756756756757,True,EY vs KPMG for financial services consulting,gemini,consulting
5,7,3,0,0.6,9.4,0.7446808510638298,True,EY vs KPMG for financial services consulting,perplexity,consulting
5,4,0,0,0.0,4.0,1.0,False,Epic vs Cerner for hospital EHR,gemini,healthtech
5,4,0,0,0.0,4.0,1.0,False,Epic vs Cerner for hospital EHR,perplexity,healthtech
5,4,1,0,0.2,4.0,1.0,True,Epic vs MEDITECH for community hospitals,gemini,healthtech
5,4,0,0,0.0,4.0,1.0,False,Epic vs MEDITECH for community hospitals,perplexity,healthtech
5,4,0,1,0.0,4.0,1.0,False,GE HealthCare vs Philips for medical imaging,gemini,healthtech
5,3,0,0,0.0,3.0,1.0,False,GE HealthCare vs Philips for medical imaging,perplexity,healthtech
5,3,0,0,0.0,3.0,1.0,False,H&M vs ASOS for affordable fashion,gemini,ecommerce
5,4,1,0,0.2,4.0,1.0,True,H&M vs ASOS for affordable fashion,openai,ecommerce
5,3,0,0,0.0,3.0,1.0,False,H&M vs ASOS for affordable fashion,perplexity,ecommerce
5,3,0,0,0.0,3.0,1.0,False,HubSpot vs Semrush for content marketing,gemini,saas
4,5,1,1,0.25,5.375,0.9302325581395349,True,HubSpot vs Semrush for content marketing,openai,saas
5,3,0,0,0.0,3.0,1.0,False,HubSpot vs Semrush for content marketing,perplexity,saas
5,4,0,0,0.0,4.0,1.0,False,I need a business account with low fees. What neobank should I choose?,gemini,fintech
5,4,0,0,0.0,4.0,1.0,False,I need a business account with low fees. What neobank should I choose?,openai,fintech
5,1,0,0,0.0,1.0,1.0,False,I need a business account with low fees. What neobank should I choose?,perplexity,fintech
5,9,0,0,0.0,9.0,1.0,False,I need a data analytics strategy. Which firm should I consult?,gemini,consulting
5,9,0,0,0.0,9.0,1.0,False,I need a data analytics strategy. Which firm should I consult?,openai,consulting
5,8,1,0,0.2,8.0,1.0,True,I need a data analytics strategy. Which firm should I consult?,perplexity,consulting
5,6,3,0,0.6,8.4,0.7142857142857143,True,I need a healthcare CRM for pharmaceutical sales. What should I use?,gemini,healthtech
5,6,1,0,0.2,6.0,1.0,True,I need a healthcare CRM for pharmaceutical sales. What should I use?,openai,healthtech
5,5,1,0,0.2,5.0,1.0,True,I need a healthcare CRM for pharmaceutical sales. What should I use?,perplexity,healthtech
5,4,0,1,0.0,4.0,1.0,False,I need a marketplace that ships to the Baltics. What should I use?,gemini,ecommerce
5,4,0,1,0.0,4.0,1.0,False,I need a marketplace that ships to the Baltics. What should I use?,openai,ecommerce
5,6,2,0,0.4,6.8,0.8823529411764706,True,I need a tool to manage customer relationships. What CRM should I pick?,gemini,saas
5,7,2,1,0.4,8.6,0.813953488372093,True,I need a tool to manage customer relationships. What CRM should I pick?,openai,saas
5,5,0,0,0.0,5.0,1.0,False,I need a tool to manage customer relationships. What CRM should I pick?,perplexity,saas
5,7,1,1,0.2,7.4,0.9459459459459459,True,I need cybersecurity consulting. Which firm is best?,gemini,consulting
5,7,1,0,0.2,7.0,1.0,True,I need cybersecurity consulting. Which firm is best?,openai,consulting
5,7,2,0,0.4,7.8,0.8974358974358975,True,I need cybersecurity consulting. Which firm is best?,perplexity,consulting
5,2,0,0,0.0,2.0,1.0,False,I need fast grocery delivery. What app should I use?,gemini,ecommerce
5,2,0,0,0.0,2.0,1.0,False,I need fast grocery delivery. What app should I use?,openai,ecommerce
5,2,0,0,0.0,2.0,1.0,False,I need fast grocery delivery. What app should I use?,perplexity,ecommerce
5,9,1,1,0.2,9.4,0.9574468085106382,True,I need help with post-merger integration. What firm specializes in this?,gemini,consulting
5,9,1,0,0.2,9.0,1.0,True,I need help with post-merger integration. What firm specializes in this?,openai,consulting
5,9,0,5,0.0,9.0,1.0,False,I need help with post-merger integration. What firm specializes in this?,perplexity,consulting
5,3,0,0,0.0,3.0,1.0,False,I need imaging equipment for my clinic. Which company should I go with?,gemini,healthtech
5,4,0,1,0.0,4.0,1.0,False,I need imaging equipment for my clinic. Which company should I go with?,perplexity,healthtech
5,5,0,0,0.0,5.0,1.0,False,I need multi-currency support for my business. What fintech should I use?,gemini,fintech
5,8,2,1,0.4,9.6,0.8333333333333334,True,I need multi-currency support for my business. What fintech should I use?,openai,fintech
5,5,1,1,0.2,5.4,0.9259259259259258,True,I need multi-currency support for my business. What fintech should I use?,perplexity,fintech
5,1,0,0,0.0,1.0,1.0,False,I need radiology AI software. Which vendor should I evaluate?,gemini,healthtech
4,1,0,0,0.0,1.0,1.0,False,I need radiology AI software. Which vendor should I evaluate?,perplexity,healthtech
5,6,2,0,0.4,6.8,0.8823529411764706,True,I need regulatory compliance advice. Which firm should I use?,gemini,consulting
5,2,0,0,0.0,2.0,1.0,False,I need regulatory compliance advice. Which firm should I use?,openai,consulting
5,5,1,0,0.2,5.0,1.0,True,I need regulatory compliance advice. Which firm should I use?,perplexity,consulting
5,9,0,0,0.0,9.0,1.0,False,I need strategic advice for entering a new market. What firm should I hire?,gemini,consulting
5,10,1,1,0.2,10.4,0.9615384615384615,True,I need strategic advice for entering a new market. What firm should I hire?,openai,consulting
5,10,3,0,0.6,12.4,0.8064516129032258,True,I need strategic advice for entering a new market. What firm should I hire?,perplexity,consulting
5,6,1,0,0.2,6.0,1.0,True,I need to accept payments on my website. What should I use?,gemini,fintech
5,7,1,1,0.2,7.4,0.9459459459459459,True,I need to accept payments on my website. What should I use?,openai,fintech
5,8,1,1,0.2,8.4,0.9523809523809523,True,I need to accept payments on my website. What should I use?,perplexity,fintech
5,2,1,0,0.2,2.0,1.0,True,I need to allow patients to book appointments online. What platform is best?,gemini,healthtech
5,6,2,2,0.4,6.8,0.8823529411764706,True,I need to allow patients to book appointments online. What platform is best?,openai,healthtech
5,2,0,0,0.0,2.0,1.0,False,I need to allow patients to book appointments online. What platform is best?,perplexity,healthtech
5,4,0,0,0.0,4.0,1.0,False,I need to audit my company's finances. Which firm should I use?,gemini,consulting
5,5,0,1,0.0,5.0,1.0,False,I need to audit my company's finances. Which firm should I use?,openai,consulting
5,4,0,0,0.0,4.0,1.0,False,I need to audit my company's finances. Which firm should I use?,perplexity,consulting
5,3,0,1,0.0,3.0,1.0,False,I need to automate my marketing emails. What platform is best?,gemini,saas
5,6,1,2,0.2,6.2,0.9677419354838709,True,I need to automate my marketing emails. What platform is best?,openai,saas
5,4,1,0,0.2,4.0,1.0,True,I need to automate my marketing emails. What platform is best?,perplexity,saas
5,3,0,0,0.0,3.0,1.0,False,I need to compare prices across online stores. What tool should I use?,gemini,ecommerce
5,2,0,0,0.0,2.0,1.0,False,I need to compare prices across online stores. What tool should I use?,openai,ecommerce
5,3,1,1,0.2,3.4,0.8823529411764706,True,I need to compare prices across online stores. What tool should I use?,perplexity,ecommerce
5,2,0,0,0.0,2.0,1.0,False,I need to connect to bank APIs. What infrastructure should I use?,gemini,fintech
5,3,0,1,0.0,3.0,1.0,False,I need to connect to bank APIs. What infrastructure should I use?,perplexity,fintech
5,5,0,1,0.0,5.0,1.0,False,I need to implement an EHR in my hospital. What should I choose?,gemini,healthtech
5,6,1,0,0.2,6.0,1.0,True,I need to implement an EHR in my hospital. What should I choose?,perplexity,healthtech
5,3,0,0,0.0,3.0,1.0,False,I need to improve my website's SEO rankings. What platform should I use?,gemini,saas
5,6,1,0,0.2,6.0,1.0,True,I need to improve my website's SEO rankings. What platform should I use?,openai,saas
5,4,0,1,0.0,4.0,1.0,False,I need to improve my website's SEO rankings. What platform should I use?,perplexity,saas
5,4,1,0,0.2,4.0,1.0,True,I need to manage subscriptions and billing. What platform is best?,gemini,fintech
5,6,3,1,0.6,9.600000000000001,0.6249999999999999,True,I need to manage subscriptions and billing. What platform is best?,openai,fintech
5,2,0,0,0.0,2.0,1.0,False,I need to manage subscriptions and billing. What platform is best?,perplexity,fintech
5,4,0,0,0.0,4.0,1.0,False,I need to onboard new team members efficiently. What tool helps with this?,gemini,saas
5,2,0,0,0.0,2.0,1.0,False,I need to onboard new team members efficiently. What tool helps with this?,openai,saas
5,1,0,0,0.0,1.0,1.0,False,I need to onboard new team members efficiently. What tool helps with this?,perplexity,saas
5,4,1,0,0.2,4.0,1.0,True,I need to set up an e-commerce store quickly. What should I use?,gemini,ecommerce
5,3,0,0,0.0,3.0,1.0,False,I need to set up an e-commerce store quickly. What should I use?,openai,ecommerce
5,5,1,1,0.2,5.4,0.9259259259259258,True,I need to set up an e-commerce store quickly. What should I use?,perplexity,ecommerce
5,6,1,2,0.2,6.2,0.9677419354838709,True,I need to track my sales pipeline. What should I use?,gemini,saas
5,5,1,0,0.2,5.0,1.0,True,I need to track my sales pipeline. What should I use?,openai,saas
5,6,1,0,0.2,6.0,1.0,True,I need to track my sales pipeline. What should I use?,perplexity,saas
5,4,1,0,0.2,4.0,1.0,True,I want to accept local payment methods in the Baltics. What provider should I use?,gemini,fintech
5,5,1,0,0.2,5.0,1.0,True,I want to accept local payment methods in the Baltics. What provider should I use?,openai,fintech
5,9,2,2,0.4,9.8,0.9183673469387754,True,I want to accept local payment methods in the Baltics. What provider should I use?,perplexity,fintech
5,5,1,0,0.2,5.0,1.0,True,I want to build a payments product. What infrastructure should I use?,gemini,fintech
4,2,0,0,0.0,2.0,1.0,False,I want to build a payments product. What infrastructure should I use?,perplexity,fintech
5,3,2,0,0.4,3.8,0.7894736842105263,True,I want to build landing pages without a developer. What platform should I use?,gemini,saas
5,5,2,1,0.4,6.6,0.7575757575757576,True,I want to build landing pages without a developer. What platform should I use?,openai,saas
5,3,1,1,0.2,3.4,0.8823529411764706,True,I want to build landing pages without a developer. What platform should I use?,perplexity,saas
5,4,1,0,0.2,4.0,1.0,True,I want to buy affordable fashion online. Where should I shop?,gemini,ecommerce
5,5,1,0,0.2,5.0,1.0,True,I want to buy affordable fashion online. Where should I shop?,openai,ecommerce
5,5,2,1,0.4,6.6,0.7575757575757576,True,I want to buy affordable fashion online. Where should I shop?,perplexity,ecommerce
5,3,0,0,0.0,3.0,1.0,False,I want to buy electronics online in Finland. Where should I shop?,gemini,ecommerce
5,3,0,0,0.0,3.0,1.0,False,I want to buy electronics online in Finland. Where should I shop?,openai,ecommerce
5,2,0,0,0.0,2.0,1.0,False,I want to buy electronics online in Finland. Where should I shop?,perplexity,ecommerce
5,1,0,0,0.0,1.0,1.0,False,I want to buy luxury fashion online. Where should I shop?,gemini,ecommerce
5,1,0,0,0.0,1.0,1.0,False,I want to buy luxury fashion online. Where should I shop?,openai,ecommerce
5,3,1,1,0.2,3.4,0.8823529411764706,True,I want to create a knowledge base for my team. What tool should I use?,gemini,saas
5,2,1,0,0.2,2.0,1.0,True,I want to create a knowledge base for my team. What tool should I use?,openai,saas
5,2,0,0,0.0,2.0,1.0,False,I want to create a knowledge base for my team. What tool should I use?,perplexity,saas
5,10,1,2,0.2,10.2,0.9803921568627452,True,I want to develop an AI strategy. Which consulting firm should I hire?,gemini,consulting
5,8,1,0,0.2,8.0,1.0,True,I want to develop an AI strategy. Which consulting firm should I hire?,perplexity,consulting
5,4,0,2,0.0,4.0,1.0,False,I want to digitize my medical records. What EHR should I choose?,gemini,healthtech
4,5,1,1,0.25,5.375,0.9302325581395349,True,I want to digitize my medical records. What EHR should I choose?,openai,healthtech
5,4,0,2,0.0,4.0,1.0,False,I want to digitize my medical records. What EHR should I choose?,perplexity,healthtech
5,3,0,1,0.0,3.0,1.0,False,I want to find sustainable products online. Where should I look?,gemini,ecommerce
5,2,1,0,0.2,2.0,1.0,True,I want to find sustainable products online. Where should I look?,openai,ecommerce
5,7,4,1,0.8,13.4,0.5223880597014925,True,I want to implement SAP in my organization. Which consultant should I hire?,gemini,consulting
5,4,1,0,0.2,4.0,1.0,True,I want to implement SAP in my organization. Which consultant should I hire?,perplexity,consulting
5,9,0,0,0.0,9.0,1.0,False,I want to improve my supply chain. What consultant should I hire?,gemini,consulting
5,7,0,0,0.0,7.0,1.0,False,I want to improve my supply chain. What consultant should I hire?,openai,consulting
5,9,0,0,0.0,9.0,1.0,False,I want to improve my supply chain. What consultant should I hire?,perplexity,consulting
4,3,2,0,0.5,3.75,0.8,True,I want to launch a digital health service in the Nordics. What platform should I use?,gemini,healthtech
5,1,0,0,0.0,1.0,1.0,False,I want to launch a digital health service in the Nordics. What platform should I use?,perplexity,healthtech
5,4,0,1,0.0,4.0,1.0,False,I want to manage clinical trials digitally. What tool should I use?,gemini,healthtech
5,5,2,2,0.4,5.8,0.8620689655172414,True,I want to manage clinical trials digitally. What tool should I use?,openai,healthtech
5,5,3,0,0.6,7.4,0.6756756756756757,True,I want to manage clinical trials digitally. What tool should I use?,perplexity,healthtech
5,6,2,0,0.4,6.8,0.8823529411764706,True,I want to manage my team's projects more efficiently. What tool do you recommend?,gemini,saas
5,4,0,2,0.0,4.0,1.0,False,I want to manage my team's projects more efficiently. What tool do you recommend?,openai,saas
5,5,0,0,0.0,5.0,1.0,False,I want to manage my team's projects more efficiently. What tool do you recommend?,perplexity,saas
5,4,1,2,0.2,4.2,0.9523809523809523,True,I want to monitor patients remotely. What technology should I use?,gemini,healthtech
5,2,0,0,0.0,2.0,1.0,False,I want to monitor patients remotely. What technology should I use?,perplexity,healthtech
5,8,2,0,0.4,8.8,0.9090909090909091,True,I want to offer installment payments to my customers. What should I integrate?,gemini,fintech
5,8,1,1,0.2,8.4,0.9523809523809523,True,I want to offer installment payments to my customers. What should I integrate?,openai,fintech
5,7,0,2,0.0,7.0,1.0,False,I want to offer installment payments to my customers. What should I integrate?,perplexity,fintech
4,1,0,0,0.0,1.0,1.0,False,I want to offer telehealth to my patients. What platform should I use?,gemini,healthtech
4,3,1,2,0.25,3.1875,0.9411764705882353,True,I want to offer telehealth to my patients. What platform should I use?,openai,healthtech
5,4,0,2,0.0,4.0,1.0,False,I want to offer telehealth to my patients. What platform should I use?,perplexity,healthtech
5,9,0,0,0.0,9.0,1.0,False,I want to reduce operational costs. Which consulting firm can help?,gemini,consulting
5,9,0,0,0.0,9.0,1.0,False,I want to reduce operational costs. Which consulting firm can help?,openai,consulting
5,8,2,1,0.4,9.6,0.8333333333333334,True,I want to reduce operational costs. Which consulting firm can help?,perplexity,consulting
5,4,1,0,0.2,4.0,1.0,True,I want to sell products online. What platform should I use?,gemini,ecommerce
5,4,1,0,0.2,4.0,1.0,True,I want to sell products online. What platform should I use?,openai,ecommerce
5,4,0,0,0.0,4.0,1.0,False,I want to sell products online. What platform should I use?,perplexity,ecommerce
5,1,0,0,0.0,1.0,1.0,False,I want to sell secondhand clothes. What platform should I use?,gemini,ecommerce
5,4,2,0,0.4,4.8,0.8333333333333334,True,I want to sell secondhand clothes. What platform should I use?,openai,ecommerce
5,4,2,0,0.4,4.8,0.8333333333333334,True,I want to sell secondhand clothes. What platform should I use?,perplexity,ecommerce
5,3,0,0,0.0,3.0,1.0,False,I want to send money to another country cheaply. What service should I use?,gemini,fintech
5,5,1,0,0.2,5.0,1.0,True,I want to send money to another country cheaply. What service should I use?,openai,fintech
5,3,0,0,0.0,3.0,1.0,False,I want to send money to another country cheaply. What service should I use?,perplexity,fintech
5,3,0,0,0.0,3.0,1.0,False,I want to track competitor keywords. What SEO tool should I use?,gemini,saas
